id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
2377,Women,Apparel,Topwear,T-shirt,Navy Blue,Fall,2024,Casual,Women T-shirt in Navy Blue
2378,Women,Apparel,Bottomwear,Cargo Pants,Grey,Fall,2024,Travel,Women Cargo Pants in Grey
2379,Women,Footwear,Footwear,Flip Flops,Black,Fall,2024,Casual,Women Flip Flops in Black
2380,Women,Apparel,Topwear,Formal Shirt,Pastel Pink,Winter,2025,Formal,Women Formal Shirt in Pastel Pink
2381,Women,Apparel,Bottomwear,Cargo Pants,Grey,Winter,2025,Travel,Women Cargo Pants in Grey
2382,Women,Footwear,Footwear,Sandals,Navy Blue,Winter,2025,Casual,Women Sandals in Navy Blue
2383,Women,Apparel,Topwear,Sweater,Navy Blue,Monsoon,2023,Travel,Women Sweater in Navy Blue
2384,Women,Apparel,Bottomwear,Trousers,Grey,Monsoon,2023,Formal,Women Trousers in Grey
2385,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Monsoon,2023,Ethnic,Women Kolhapuri Sandals in Grey
2386,Men,Apparel,Topwear,Formal Shirt,Pastel Pink,Fall,2021,Formal,Men Formal Shirt in Pastel Pink
2387,Men,Apparel,Bottomwear,Trousers,Blue,Fall,2021,Formal,Men Trousers in Blue
2388,Men,Footwear,Footwear,Sneakers,Black,Fall,2021,Casual,Men Sneakers in Black
2389,Women,Apparel,Topwear,Formal Shirt,White,Winter,2021,Formal,Women Formal Shirt in White
2390,Women,Apparel,Bottomwear,Woolen Trousers,Blue,Winter,2021,Travel,Women Woolen Trousers in Blue
2391,Women,Footwear,Footwear,Formal Shoes,Grey,Winter,2021,Formal,Women Formal Shoes in Grey
2392,Women,Apparel,Topwear,Hoodie,Sky Blue,Summer,2018,Travel,Women Hoodie in Sky Blue
2393,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2018,Formal,Women Trousers in Blue
2394,Women,Footwear,Footwear,Formal Shoes,Grey,Summer,2018,Formal,Women Formal Shoes in Grey
2395,Men,Apparel,Topwear,Shirt,Pastel Pink,Summer,2025,Formal,Men Shirt in Pastel Pink
2396,Men,Apparel,Bottomwear,Woolen Trousers,Beige,Summer,2025,Travel,Men Woolen Trousers in Beige
2397,Men,Footwear,Footwear,Sneakers,Grey,Summer,2025,Casual,Men Sneakers in Grey
2398,Women,Apparel,Topwear,Sweater,Sky Blue,Monsoon,2019,Travel,Women Sweater in Sky Blue
2399,Women,Apparel,Bottomwear,Cargo Pants,Olive,Monsoon,2019,Travel,Women Cargo Pants in Olive
2400,Women,Footwear,Footwear,Kolhapuri Sandals,Black,Monsoon,2019,Ethnic,Women Kolhapuri Sandals in Black
2401,Men,Apparel,Topwear,Sweater,Maroon,Spring,2017,Travel,Men Sweater in Maroon
2402,Men,Apparel,Bottomwear,Trousers,Beige,Spring,2017,Formal,Men Trousers in Beige
2403,Men,Footwear,Footwear,Sandals,White,Spring,2017,Casual,Men Sandals in White
2404,Men,Apparel,Topwear,Formal Shirt,Black,Monsoon,2023,Formal,Men Formal Shirt in Black
2405,Men,Apparel,Bottomwear,Joggers,Black,Monsoon,2023,Travel,Men Joggers in Black
2406,Men,Footwear,Footwear,Running Shoes,Brown,Monsoon,2023,Travel,Men Running Shoes in Brown
2407,Men,Apparel,Topwear,Denim Jacket,Black,Winter,2019,Travel,Men Denim Jacket in Black
2408,Men,Apparel,Bottomwear,Shorts,Black,Winter,2019,Casual,Men Shorts in Black
2409,Men,Footwear,Footwear,Running Shoes,Brown,Winter,2019,Travel,Men Running Shoes in Brown
2410,Women,Apparel,Topwear,Kurta,Maroon,Monsoon,2017,Ethnic,Women Kurta in Maroon
2411,Women,Apparel,Bottomwear,Woolen Trousers,Black,Monsoon,2017,Travel,Women Woolen Trousers in Black
2412,Women,Footwear,Footwear,Sneakers,Black,Monsoon,2017,Casual,Women Sneakers in Black
2413,Men,Apparel,Topwear,Sweater,Navy Blue,Winter,2017,Travel,Men Sweater in Navy Blue
2414,Men,Apparel,Bottomwear,Cargo Pants,Black,Winter,2017,Travel,Men Cargo Pants in Black
2415,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,2017,Formal,Men Formal Shoes in Brown
2416,Men,Apparel,Topwear,Crop Top,Maroon,Spring,2022,Party,Men Crop Top in Maroon
2417,Men,Apparel,Bottomwear,Cargo Pants,White,Spring,2022,Travel,Men Cargo Pants in White
2418,Men,Footwear,Footwear,Kolhapuri Sandals,White,Spring,2022,Ethnic,Men Kolhapuri Sandals in White
2419,Men,Apparel,Topwear,Blouse,Olive,Monsoon,2017,Party,Men Blouse in Olive
2420,Men,Apparel,Bottomwear,Joggers,Beige,Monsoon,2017,Travel,Men Joggers in Beige
2421,Men,Footwear,Footwear,Sneakers,Navy Blue,Monsoon,2017,Casual,Men Sneakers in Navy Blue
2422,Men,Apparel,Topwear,Shirt,Beige,Winter,2021,Formal,Men Shirt in Beige
2423,Men,Apparel,Bottomwear,Formal Pants,Grey,Winter,2021,Formal,Men Formal Pants in Grey
2424,Men,Footwear,Footwear,Heels,White,Winter,2021,Party,Men Heels in White
2425,Men,Apparel,Topwear,Denim Jacket,Navy Blue,Summer,2020,Travel,Men Denim Jacket in Navy Blue
2426,Men,Apparel,Bottomwear,Palazzo Pants,Grey,Summer,2020,Ethnic,Men Palazzo Pants in Grey
2427,Men,Footwear,Footwear,Sandals,Brown,Summer,2020,Casual,Men Sandals in Brown
2428,Men,Apparel,Topwear,Blouse,Pastel Pink,Spring,2015,Party,Men Blouse in Pastel Pink
2429,Men,Apparel,Bottomwear,Formal Pants,White,Spring,2015,Formal,Men Formal Pants in White
2430,Men,Footwear,Footwear,Formal Shoes,Navy Blue,Spring,2015,Formal,Men Formal Shoes in Navy Blue
2431,Men,Apparel,Topwear,Sweater,Beige,Winter,2015,Travel,Men Sweater in Beige
2432,Men,Apparel,Bottomwear,Trousers,Olive,Winter,2015,Formal,Men Trousers in Olive
2433,Men,Footwear,Footwear,Kolhapuri Sandals,Brown,Winter,2015,Ethnic,Men Kolhapuri Sandals in Brown
2434,Men,Apparel,Topwear,Shirt,Sky Blue,Spring,2019,Formal,Men Shirt in Sky Blue
2435,Men,Apparel,Bottomwear,Woolen Trousers,Black,Spring,2019,Travel,Men Woolen Trousers in Black
2436,Men,Footwear,Footwear,Boots,Black,Spring,2019,Travel,Men Boots in Black
2437,Men,Apparel,Topwear,Shirt,Sky Blue,Fall,2019,Formal,Men Shirt in Sky Blue
2438,Men,Apparel,Bottomwear,Joggers,Grey,Fall,2019,Travel,Men Joggers in Grey
2439,Men,Footwear,Footwear,Sandals,Navy Blue,Fall,2019,Casual,Men Sandals in Navy Blue
2440,Men,Apparel,Topwear,Kurta,Sky Blue,Monsoon,2025,Ethnic,Men Kurta in Sky Blue
2441,Men,Apparel,Bottomwear,Palazzo Pants,Blue,Monsoon,2025,Ethnic,Men Palazzo Pants in Blue
2442,Men,Footwear,Footwear,Boots,Black,Monsoon,2025,Travel,Men Boots in Black
2443,Women,Apparel,Topwear,Denim Jacket,Navy Blue,Monsoon,2018,Travel,Women Denim Jacket in Navy Blue
2444,Women,Apparel,Bottomwear,Trousers,White,Monsoon,2018,Formal,Women Trousers in White
2445,Women,Footwear,Footwear,Heels,Navy Blue,Monsoon,2018,Party,Women Heels in Navy Blue
2446,Men,Apparel,Topwear,Kurta,Olive,Summer,2021,Ethnic,Men Kurta in Olive
2447,Men,Apparel,Bottomwear,Trousers,White,Summer,2021,Formal,Men Trousers in White
2448,Men,Footwear,Footwear,Running Shoes,Brown,Summer,2021,Travel,Men Running Shoes in Brown
2449,Women,Apparel,Topwear,Hoodie,White,Summer,2023,Travel,Women Hoodie in White
2450,Women,Apparel,Bottomwear,Jeans,Beige,Summer,2023,Casual,Women Jeans in Beige
2451,Women,Footwear,Footwear,Sneakers,Brown,Summer,2023,Casual,Women Sneakers in Brown
2452,Women,Apparel,Topwear,T-shirt,Sky Blue,Summer,2015,Casual,Women T-shirt in Sky Blue
2453,Women,Apparel,Bottomwear,Palazzo Pants,White,Summer,2015,Ethnic,Women Palazzo Pants in White
2454,Women,Footwear,Footwear,Kolhapuri Sandals,White,Summer,2015,Ethnic,Women Kolhapuri Sandals in White
2455,Men,Apparel,Topwear,Crop Top,Maroon,Winter,2018,Party,Men Crop Top in Maroon
2456,Men,Apparel,Bottomwear,Cargo Pants,White,Winter,2018,Travel,Men Cargo Pants in White
2457,Men,Footwear,Footwear,Flip Flops,Brown,Winter,2018,Casual,Men Flip Flops in Brown
2458,Women,Apparel,Topwear,T-shirt,Black,Spring,2018,Casual,Women T-shirt in Black
2459,Women,Apparel,Bottomwear,Formal Pants,Grey,Spring,2018,Formal,Women Formal Pants in Grey
2460,Women,Footwear,Footwear,Boots,Black,Spring,2018,Travel,Women Boots in Black
2461,Women,Apparel,Topwear,Crop Top,Beige,Spring,2022,Party,Women Crop Top in Beige
2462,Women,Apparel,Bottomwear,Joggers,Blue,Spring,2022,Travel,Women Joggers in Blue
2463,Women,Footwear,Footwear,Boots,White,Spring,2022,Travel,Women Boots in White
2464,Men,Apparel,Topwear,T-shirt,White,Summer,2024,Casual,Men T-shirt in White
2465,Men,Apparel,Bottomwear,Jeans,White,Summer,2024,Casual,Men Jeans in White
2466,Men,Footwear,Footwear,Kolhapuri Sandals,White,Summer,2024,Ethnic,Men Kolhapuri Sandals in White
2467,Men,Apparel,Topwear,Blouse,Sky Blue,Summer,2025,Party,Men Blouse in Sky Blue
2468,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2025,Casual,Men Jeans in Grey
2469,Men,Footwear,Footwear,Sandals,Brown,Summer,2025,Casual,Men Sandals in Brown
2470,Women,Apparel,Topwear,Sweater,Sky Blue,Spring,2022,Travel,Women Sweater in Sky Blue
2471,Women,Apparel,Bottomwear,Shorts,Blue,Spring,2022,Casual,Women Shorts in Blue
2472,Women,Footwear,Footwear,Formal Shoes,Black,Spring,2022,Formal,Women Formal Shoes in Black
2473,Women,Apparel,Topwear,Sweater,White,Summer,2017,Travel,Women Sweater in White
2474,Women,Apparel,Bottomwear,Formal Pants,Grey,Summer,2017,Formal,Women Formal Pants in Grey
2475,Women,Footwear,Footwear,Running Shoes,Navy Blue,Summer,2017,Travel,Women Running Shoes in Navy Blue
2476,Women,Apparel,Topwear,Hoodie,White,Spring,2021,Travel,Women Hoodie in White
2477,Women,Apparel,Bottomwear,Jeans,Black,Spring,2021,Casual,Women Jeans in Black
2478,Women,Footwear,Footwear,Heels,Navy Blue,Spring,2021,Party,Women Heels in Navy Blue
2479,Women,Apparel,Topwear,Shirt,Olive,Fall,2022,Formal,Women Shirt in Olive
2480,Women,Apparel,Bottomwear,Cargo Pants,Beige,Fall,2022,Travel,Women Cargo Pants in Beige
2481,Women,Footwear,Footwear,Heels,Navy Blue,Fall,2022,Party,Women Heels in Navy Blue
2482,Men,Apparel,Topwear,Formal Shirt,Beige,Summer,2024,Formal,Men Formal Shirt in Beige
2483,Men,Apparel,Bottomwear,Skirt,Olive,Summer,2024,Party,Men Skirt in Olive
2484,Men,Footwear,Footwear,Sandals,Grey,Summer,2024,Casual,Men Sandals in Grey
2485,Men,Apparel,Topwear,Hoodie,White,Fall,2016,Travel,Men Hoodie in White
2486,Men,Apparel,Bottomwear,Joggers,Olive,Fall,2016,Travel,Men Joggers in Olive
2487,Men,Footwear,Footwear,Flip Flops,White,Fall,2016,Casual,Men Flip Flops in White
2488,Women,Apparel,Topwear,T-shirt,Maroon,Spring,2016,Casual,Women T-shirt in Maroon
2489,Women,Apparel,Bottomwear,Cargo Pants,Blue,Spring,2016,Travel,Women Cargo Pants in Blue
2490,Women,Footwear,Footwear,Formal Shoes,White,Spring,2016,Formal,Women Formal Shoes in White
2491,Men,Apparel,Topwear,Blouse,Maroon,Winter,2018,Party,Men Blouse in Maroon
2492,Men,Apparel,Bottomwear,Joggers,Beige,Winter,2018,Travel,Men Joggers in Beige
2493,Men,Footwear,Footwear,Boots,Brown,Winter,2018,Travel,Men Boots in Brown
2494,Men,Apparel,Topwear,T-shirt,White,Fall,2015,Casual,Men T-shirt in White
2495,Men,Apparel,Bottomwear,Cargo Pants,Olive,Fall,2015,Travel,Men Cargo Pants in Olive
2496,Men,Footwear,Footwear,Kolhapuri Sandals,Black,Fall,2015,Ethnic,Men Kolhapuri Sandals in Black
2497,Men,Apparel,Topwear,Sweater,Pastel Pink,Monsoon,2024,Travel,Men Sweater in Pastel Pink
2498,Men,Apparel,Bottomwear,Jeans,Beige,Monsoon,2024,Casual,Men Jeans in Beige
2499,Men,Footwear,Footwear,Boots,Black,Monsoon,2024,Travel,Men Boots in Black
2500,Men,Apparel,Topwear,Hoodie,Beige,Summer,2015,Travel,Men Hoodie in Beige
2501,Men,Apparel,Bottomwear,Trousers,Blue,Summer,2015,Formal,Men Trousers in Blue
2502,Men,Footwear,Footwear,Heels,Grey,Summer,2015,Party,Men Heels in Grey
2503,Men,Apparel,Topwear,Formal Shirt,Maroon,Winter,2018,Formal,Men Formal Shirt in Maroon
2504,Men,Apparel,Bottomwear,Woolen Trousers,Beige,Winter,2018,Travel,Men Woolen Trousers in Beige
2505,Men,Footwear,Footwear,Kolhapuri Sandals,White,Winter,2018,Ethnic,Men Kolhapuri Sandals in White
2506,Women,Apparel,Topwear,Sweater,Beige,Summer,2023,Travel,Women Sweater in Beige
2507,Women,Apparel,Bottomwear,Shorts,Grey,Summer,2023,Casual,Women Shorts in Grey
2508,Women,Footwear,Footwear,Running Shoes,Black,Summer,2023,Travel,Women Running Shoes in Black
2509,Men,Apparel,Topwear,Crop Top,Sky Blue,Fall,2022,Party,Men Crop Top in Sky Blue
2510,Men,Apparel,Bottomwear,Joggers,Grey,Fall,2022,Travel,Men Joggers in Grey
2511,Men,Footwear,Footwear,Sneakers,Navy Blue,Fall,2022,Casual,Men Sneakers in Navy Blue
2512,Women,Apparel,Topwear,Hoodie,Sky Blue,Fall,2015,Travel,Women Hoodie in Sky Blue
2513,Women,Apparel,Bottomwear,Cargo Pants,White,Fall,2015,Travel,Women Cargo Pants in White
2514,Women,Footwear,Footwear,Flip Flops,Navy Blue,Fall,2015,Casual,Women Flip Flops in Navy Blue
2515,Women,Apparel,Topwear,Kurta,Sky Blue,Winter,2023,Ethnic,Women Kurta in Sky Blue
2516,Women,Apparel,Bottomwear,Jeans,Grey,Winter,2023,Casual,Women Jeans in Grey
2517,Women,Footwear,Footwear,Boots,Brown,Winter,2023,Travel,Women Boots in Brown
2518,Women,Apparel,Topwear,Hoodie,Black,Monsoon,2021,Travel,Women Hoodie in Black
2519,Women,Apparel,Bottomwear,Joggers,Black,Monsoon,2021,Travel,Women Joggers in Black
2520,Women,Footwear,Footwear,Flip Flops,Navy Blue,Monsoon,2021,Casual,Women Flip Flops in Navy Blue
2521,Women,Apparel,Topwear,Crop Top,Pastel Pink,Summer,2017,Party,Women Crop Top in Pastel Pink
2522,Women,Apparel,Bottomwear,Woolen Trousers,Blue,Summer,2017,Travel,Women Woolen Trousers in Blue
2523,Women,Footwear,Footwear,Heels,White,Summer,2017,Party,Women Heels in White
2524,Men,Apparel,Topwear,Formal Shirt,White,Monsoon,2024,Formal,Men Formal Shirt in White
2525,Men,Apparel,Bottomwear,Woolen Trousers,Olive,Monsoon,2024,Travel,Men Woolen Trousers in Olive
2526,Men,Footwear,Footwear,Kolhapuri Sandals,Brown,Monsoon,2024,Ethnic,Men Kolhapuri Sandals in Brown
2527,Men,Apparel,Topwear,T-shirt,Pastel Pink,Summer,2021,Casual,Men T-shirt in Pastel Pink
2528,Men,Apparel,Bottomwear,Woolen Trousers,Olive,Summer,2021,Travel,Men Woolen Trousers in Olive
2529,Men,Footwear,Footwear,Boots,Navy Blue,Summer,2021,Travel,Men Boots in Navy Blue
2530,Women,Apparel,Topwear,Sweater,Sky Blue,Spring,2016,Travel,Women Sweater in Sky Blue
2531,Women,Apparel,Bottomwear,Shorts,Beige,Spring,2016,Casual,Women Shorts in Beige
2532,Women,Footwear,Footwear,Flip Flops,Grey,Spring,2016,Casual,Women Flip Flops in Grey
2533,Men,Apparel,Topwear,Formal Shirt,Black,Summer,2016,Formal,Men Formal Shirt in Black
2534,Men,Apparel,Bottomwear,Jeans,White,Summer,2016,Casual,Men Jeans in White
2535,Men,Footwear,Footwear,Heels,Grey,Summer,2016,Party,Men Heels in Grey
2536,Men,Apparel,Topwear,Denim Jacket,Pastel Pink,Fall,2017,Travel,Men Denim Jacket in Pastel Pink
2537,Men,Apparel,Bottomwear,Trousers,Blue,Fall,2017,Formal,Men Trousers in Blue
2538,Men,Footwear,Footwear,Sneakers,Brown,Fall,2017,Casual,Men Sneakers in Brown
2539,Women,Apparel,Topwear,Kurta,Maroon,Monsoon,2020,Ethnic,Women Kurta in Maroon
2540,Women,Apparel,Bottomwear,Woolen Trousers,Black,Monsoon,2020,Travel,Women Woolen Trousers in Black
2541,Women,Footwear,Footwear,Sandals,Grey,Monsoon,2020,Casual,Women Sandals in Grey
2542,Women,Apparel,Topwear,Denim Jacket,Maroon,Spring,2023,Travel,Women Denim Jacket in Maroon
2543,Women,Apparel,Bottomwear,Formal Pants,Grey,Spring,2023,Formal,Women Formal Pants in Grey
2544,Women,Footwear,Footwear,Heels,Brown,Spring,2023,Party,Women Heels in Brown
2545,Women,Apparel,Topwear,Shirt,Beige,Spring,2022,Formal,Women Shirt in Beige
2546,Women,Apparel,Bottomwear,Jeans,Blue,Spring,2022,Casual,Women Jeans in Blue
2547,Women,Footwear,Footwear,Boots,White,Spring,2022,Travel,Women Boots in White
2548,Men,Apparel,Topwear,Kurta,Sky Blue,Winter,2017,Ethnic,Men Kurta in Sky Blue
2549,Men,Apparel,Bottomwear,Shorts,Beige,Winter,2017,Casual,Men Shorts in Beige
2550,Men,Footwear,Footwear,Sneakers,Grey,Winter,2017,Casual,Men Sneakers in Grey
2551,Women,Apparel,Topwear,T-shirt,Black,Spring,2018,Casual,Women T-shirt in Black
2552,Women,Apparel,Bottomwear,Shorts,Grey,Spring,2018,Casual,Women Shorts in Grey
2553,Women,Footwear,Footwear,Kolhapuri Sandals,Brown,Spring,2018,Ethnic,Women Kolhapuri Sandals in Brown
2554,Women,Apparel,Topwear,Blouse,Beige,Spring,2025,Party,Women Blouse in Beige
2555,Women,Apparel,Bottomwear,Jeans,White,Spring,2025,Casual,Women Jeans in White
2556,Women,Footwear,Footwear,Sandals,Grey,Spring,2025,Casual,Women Sandals in Grey
2557,Men,Apparel,Topwear,Denim Jacket,Black,Summer,2020,Travel,Men Denim Jacket in Black
2558,Men,Apparel,Bottomwear,Woolen Trousers,White,Summer,2020,Travel,Men Woolen Trousers in White
2559,Men,Footwear,Footwear,Running Shoes,Grey,Summer,2020,Travel,Men Running Shoes in Grey
2560,Men,Apparel,Topwear,Sweater,Pastel Pink,Spring,2023,Travel,Men Sweater in Pastel Pink
2561,Men,Apparel,Bottomwear,Joggers,Olive,Spring,2023,Travel,Men Joggers in Olive
2562,Men,Footwear,Footwear,Sneakers,White,Spring,2023,Casual,Men Sneakers in White
2563,Women,Apparel,Topwear,Shirt,Olive,Summer,2025,Formal,Women Shirt in Olive
2564,Women,Apparel,Bottomwear,Shorts,Olive,Summer,2025,Casual,Women Shorts in Olive
2565,Women,Footwear,Footwear,Kolhapuri Sandals,Brown,Summer,2025,Ethnic,Women Kolhapuri Sandals in Brown
2566,Men,Apparel,Topwear,Shirt,Pastel Pink,Spring,2015,Formal,Men Shirt in Pastel Pink
2567,Men,Apparel,Bottomwear,Joggers,White,Spring,2015,Travel,Men Joggers in White
2568,Men,Footwear,Footwear,Kolhapuri Sandals,Grey,Spring,2015,Ethnic,Men Kolhapuri Sandals in Grey
2569,Men,Apparel,Topwear,Hoodie,Pastel Pink,Monsoon,2022,Travel,Men Hoodie in Pastel Pink
2570,Men,Apparel,Bottomwear,Palazzo Pants,Grey,Monsoon,2022,Ethnic,Men Palazzo Pants in Grey
2571,Men,Footwear,Footwear,Heels,Grey,Monsoon,2022,Party,Men Heels in Grey
2572,Women,Apparel,Topwear,Kurta,Maroon,Monsoon,2024,Ethnic,Women Kurta in Maroon
2573,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Monsoon,2024,Ethnic,Women Palazzo Pants in Beige
2574,Women,Footwear,Footwear,Formal Shoes,Grey,Monsoon,2024,Formal,Women Formal Shoes in Grey
2575,Women,Apparel,Topwear,Hoodie,Olive,Spring,2024,Travel,Women Hoodie in Olive
2576,Women,Apparel,Bottomwear,Skirt,Grey,Spring,2024,Party,Women Skirt in Grey
2577,Women,Footwear,Footwear,Heels,Grey,Spring,2024,Party,Women Heels in Grey
2578,Women,Apparel,Topwear,Formal Shirt,Pastel Pink,Winter,2018,Formal,Women Formal Shirt in Pastel Pink
2579,Women,Apparel,Bottomwear,Palazzo Pants,Blue,Winter,2018,Ethnic,Women Palazzo Pants in Blue
2580,Women,Footwear,Footwear,Heels,Black,Winter,2018,Party,Women Heels in Black
2581,Women,Apparel,Topwear,Sweater,Sky Blue,Fall,2017,Travel,Women Sweater in Sky Blue
2582,Women,Apparel,Bottomwear,Jeans,White,Fall,2017,Casual,Women Jeans in White
2583,Women,Footwear,Footwear,Kolhapuri Sandals,White,Fall,2017,Ethnic,Women Kolhapuri Sandals in White
2584,Men,Apparel,Topwear,T-shirt,Pastel Pink,Monsoon,2016,Casual,Men T-shirt in Pastel Pink
2585,Men,Apparel,Bottomwear,Jeans,Grey,Monsoon,2016,Casual,Men Jeans in Grey
2586,Men,Footwear,Footwear,Formal Shoes,Brown,Monsoon,2016,Formal,Men Formal Shoes in Brown
2587,Men,Apparel,Topwear,Hoodie,Black,Fall,2015,Travel,Men Hoodie in Black
2588,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2015,Formal,Men Trousers in Grey
2589,Men,Footwear,Footwear,Sneakers,Navy Blue,Fall,2015,Casual,Men Sneakers in Navy Blue
2590,Women,Apparel,Topwear,Denim Jacket,Black,Spring,2018,Travel,Women Denim Jacket in Black
2591,Women,Apparel,Bottomwear,Joggers,Blue,Spring,2018,Travel,Women Joggers in Blue
2592,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Spring,2018,Ethnic,Women Kolhapuri Sandals in Grey
2593,Women,Apparel,Topwear,T-shirt,Olive,Fall,2017,Casual,Women T-shirt in Olive
2594,Women,Apparel,Bottomwear,Trousers,Beige,Fall,2017,Formal,Women Trousers in Beige
2595,Women,Footwear,Footwear,Boots,Black,Fall,2017,Travel,Women Boots in Black
2596,Women,Apparel,Topwear,Shirt,Pastel Pink,Winter,2016,Formal,Women Shirt in Pastel Pink
2597,Women,Apparel,Bottomwear,Jeans,Olive,Winter,2016,Casual,Women Jeans in Olive
2598,Women,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Winter,2016,Ethnic,Women Kolhapuri Sandals in Navy Blue
2599,Men,Apparel,Topwear,Crop Top,Black,Fall,2023,Party,Men Crop Top in Black
2600,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2023,Casual,Men Jeans in Blue
2601,Men,Footwear,Footwear,Sneakers,Navy Blue,Fall,2023,Casual,Men Sneakers in Navy Blue
2602,Women,Apparel,Topwear,Denim Jacket,Pastel Pink,Spring,2016,Travel,Women Denim Jacket in Pastel Pink
2603,Women,Apparel,Bottomwear,Skirt,Olive,Spring,2016,Party,Women Skirt in Olive
2604,Women,Footwear,Footwear,Sandals,Brown,Spring,2016,Casual,Women Sandals in Brown
2605,Men,Apparel,Topwear,Denim Jacket,White,Spring,2015,Travel,Men Denim Jacket in White
2606,Men,Apparel,Bottomwear,Palazzo Pants,Beige,Spring,2015,Ethnic,Men Palazzo Pants in Beige
2607,Men,Footwear,Footwear,Heels,White,Spring,2015,Party,Men Heels in White
2608,Men,Apparel,Topwear,Denim Jacket,Maroon,Winter,2015,Travel,Men Denim Jacket in Maroon
2609,Men,Apparel,Bottomwear,Jeans,Black,Winter,2015,Casual,Men Jeans in Black
2610,Men,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Winter,2015,Ethnic,Men Kolhapuri Sandals in Navy Blue
2611,Women,Apparel,Topwear,Shirt,Beige,Fall,2020,Formal,Women Shirt in Beige
2612,Women,Apparel,Bottomwear,Palazzo Pants,Grey,Fall,2020,Ethnic,Women Palazzo Pants in Grey
2613,Women,Footwear,Footwear,Kolhapuri Sandals,Black,Fall,2020,Ethnic,Women Kolhapuri Sandals in Black
2614,Men,Apparel,Topwear,Denim Jacket,Sky Blue,Fall,2018,Travel,Men Denim Jacket in Sky Blue
2615,Men,Apparel,Bottomwear,Shorts,White,Fall,2018,Casual,Men Shorts in White
2616,Men,Footwear,Footwear,Formal Shoes,Grey,Fall,2018,Formal,Men Formal Shoes in Grey
2617,Women,Apparel,Topwear,Kurta,Pastel Pink,Winter,2018,Ethnic,Women Kurta in Pastel Pink
2618,Women,Apparel,Bottomwear,Jeans,Black,Winter,2018,Casual,Women Jeans in Black
2619,Women,Footwear,Footwear,Heels,Black,Winter,2018,Party,Women Heels in Black
2620,Men,Apparel,Topwear,Kurta,Olive,Summer,2019,Ethnic,Men Kurta in Olive
2621,Men,Apparel,Bottomwear,Formal Pants,Olive,Summer,2019,Formal,Men Formal Pants in Olive
2622,Men,Footwear,Footwear,Kolhapuri Sandals,Grey,Summer,2019,Ethnic,Men Kolhapuri Sandals in Grey
2623,Women,Apparel,Topwear,Kurta,Navy Blue,Summer,2025,Ethnic,Women Kurta in Navy Blue
2624,Women,Apparel,Bottomwear,Shorts,Grey,Summer,2025,Casual,Women Shorts in Grey
2625,Women,Footwear,Footwear,Formal Shoes,Black,Summer,2025,Formal,Women Formal Shoes in Black
2626,Women,Apparel,Topwear,Hoodie,Olive,Spring,2022,Travel,Women Hoodie in Olive
2627,Women,Apparel,Bottomwear,Cargo Pants,Blue,Spring,2022,Travel,Women Cargo Pants in Blue
2628,Women,Footwear,Footwear,Sandals,Grey,Spring,2022,Casual,Women Sandals in Grey
2629,Women,Apparel,Topwear,T-shirt,Black,Fall,2021,Casual,Women T-shirt in Black
2630,Women,Apparel,Bottomwear,Shorts,Olive,Fall,2021,Casual,Women Shorts in Olive
2631,Women,Footwear,Footwear,Sneakers,Brown,Fall,2021,Casual,Women Sneakers in Brown
2632,Men,Apparel,Topwear,Formal Shirt,Beige,Spring,2015,Formal,Men Formal Shirt in Beige
2633,Men,Apparel,Bottomwear,Trousers,Beige,Spring,2015,Formal,Men Trousers in Beige
2634,Men,Footwear,Footwear,Sandals,Grey,Spring,2015,Casual,Men Sandals in Grey
2635,Men,Apparel,Topwear,Shirt,Sky Blue,Spring,2022,Formal,Men Shirt in Sky Blue
2636,Men,Apparel,Bottomwear,Woolen Trousers,Grey,Spring,2022,Travel,Men Woolen Trousers in Grey
2637,Men,Footwear,Footwear,Formal Shoes,Black,Spring,2022,Formal,Men Formal Shoes in Black
2638,Men,Apparel,Topwear,Shirt,Black,Spring,2025,Formal,Men Shirt in Black
2639,Men,Apparel,Bottomwear,Trousers,Blue,Spring,2025,Formal,Men Trousers in Blue
2640,Men,Footwear,Footwear,Heels,Black,Spring,2025,Party,Men Heels in Black
2641,Women,Apparel,Topwear,Formal Shirt,Black,Winter,2018,Formal,Women Formal Shirt in Black
2642,Women,Apparel,Bottomwear,Woolen Trousers,Beige,Winter,2018,Travel,Women Woolen Trousers in Beige
2643,Women,Footwear,Footwear,Formal Shoes,Navy Blue,Winter,2018,Formal,Women Formal Shoes in Navy Blue
2644,Men,Apparel,Topwear,Denim Jacket,Pastel Pink,Summer,2018,Travel,Men Denim Jacket in Pastel Pink
2645,Men,Apparel,Bottomwear,Cargo Pants,Black,Summer,2018,Travel,Men Cargo Pants in Black
